Study,Sample,Mouse,Vendor (full),Vendor name,Location [Geographical region (city/state)],Country ,Centre Name,Institute,Country,Location [Geographical region (city/state)],Continent,Compartment,Alternative sample name,Biosample number,Diet,Dietary Supplement,Age,Sex,Barrier,Publication,Genetic background,Strain,Genotype,Notes,Library Layout,Library Selection,Treatment,Exclude,Luminal contents?,Ex-GF,
PRJNA515074,SRR8443416,C57BL/6,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,BROWN UNIVERSITY,Brown University,USA,Rhode Island,North America,Caecum,SAMN10740415,SAMN10740415,Chow,Glucose,6 weeks,Female ,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,RANDOM,Glucose,,Luminal,,
PRJNA523806,SRR8609100,B6C3F1/J,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,UAMS Division of Laboratory Animal Medicine facility,USA,Arkansas,North America,Faeces,SAMN10987590,SAMN10987590,Chow,dGTE,8 weeks,Male ,,https://www.mdpi.com/2072-6643/11/4/776/htm,B6C3F1,B6C3F1/J,Wildtype,,PAIRED,RANDOM,dGTE,,Faecal,,
PRJNA523806,SRR8609101,B6C3F1/J,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,UAMS Division of Laboratory Animal Medicine facility,USA,Arkansas,North America,Faeces,SAMN10987582,SAMN10987582,Chow,None,8 weeks,Male ,,,B6C3F1,B6C3F1/J,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJNA523806,SRR8609102,B6C3F1/J,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,UAMS Division of Laboratory Animal Medicine facility,USA,Arkansas,North America,Faeces,SAMN10987583,SAMN10987583,Chow,None,8 weeks,Male ,,,B6C3F1,B6C3F1/J,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJNA523806,SRR8609103,B6C3F1/J,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,UAMS Division of Laboratory Animal Medicine facility,USA,Arkansas,North America,Faeces,SAMN10987584,SAMN10987584,Chow,None,8 weeks,Male ,,,B6C3F1,B6C3F1/J,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJNA523806,SRR8609104,B6C3F1/J,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,UAMS Division of Laboratory Animal Medicine facility,USA,Arkansas,North America,Faeces,SAMN10987585,SAMN10987585,Chow,None,8 weeks,Male ,,,B6C3F1,B6C3F1/J,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJNA523806,SRR8609105,B6C3F1/J,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,UAMS Division of Laboratory Animal Medicine facility,USA,Arkansas,North America,Faeces,SAMN10987586,SAMN10987586,Chow,dGTE,8 weeks,Male ,,,B6C3F1,B6C3F1/J,Wildtype,,PAIRED,RANDOM,dGTE,,Faecal,,
PRJNA523806,SRR8609106,B6C3F1/J,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,UAMS Division of Laboratory Animal Medicine facility,USA,Arkansas,North America,Faeces,SAMN10987587,SAMN10987587,Chow,dGTE,8 weeks,Male ,,,B6C3F1,B6C3F1/J,Wildtype,,PAIRED,RANDOM,dGTE,,Faecal,,
PRJNA523806,SRR8609107,B6C3F1/J,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,UAMS Division of Laboratory Animal Medicine facility,USA,Arkansas,North America,Faeces,SAMN10987588,SAMN10987588,Chow,dGTE,8 weeks,Male ,,,B6C3F1,B6C3F1/J,Wildtype,,PAIRED,RANDOM,dGTE,,Faecal,,
PRJNA523806,SRR8609108,B6C3F1/J,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,UAMS Division of Laboratory Animal Medicine facility,USA,Arkansas,North America,Faeces,SAMN10987589,SAMN10987589,Chow,dGTE,8 weeks,Male ,,,B6C3F1,B6C3F1/J,Wildtype,,PAIRED,RANDOM,dGTE,,Faecal,,
PRJNA533038,SRR8909024,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433203,SAMN11433203,Chow,None,6 weeks,Male,,https://stm.sciencemag.org/content/scitransmed/11/518/eaau4760.full.pdf,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJNA533038,SRR8909025,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433202,SAMN11433202,Chow,None,6 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJNA533038,SRR8909026,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433191,SAMN11433191,Chow,None,14 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,Germ Free,
PRJNA533038,SRR8909027,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433190,SAMN11433190,Chow,None,14 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,Germ Free,
PRJNA533038,SRR8909029,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433206,SAMN11433206,Chow,None,6 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJNA533038,SRR8909036,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433189,SAMN11433189,Chow,None,14 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,Germ Free,
PRJNA533038,SRR8909037,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433188,SAMN11433188,Chow,None,14 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,Germ Free,
PRJNA533038,SRR8909038,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433187,SAMN11433187,Chow,None,14 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,Germ Free,
PRJNA533038,SRR8909040,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433205,SAMN11433205,Chow,None,6 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJNA533038,SRR8909046,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433204,SAMN11433204,Chow,None,6 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJNA533038,SRR8909052,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433194,SAMN11433194,Chow,None,104 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJNA533038,SRR8909053,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433195,SAMN11433195,Chow,None,104 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJNA533038,SRR8909054,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433192,SAMN11433192,Chow,None,104 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJNA533038,SRR8909055,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433193,SAMN11433193,Chow,None,104 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJNA533038,SRR8909058,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433196,SAMN11433196,Chow,None,104 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,,
PRJNA533038,SRR8909073,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433181,SAMN11433181,Chow,None,14 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,Germ Free,
PRJNA533038,SRR8909078,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433177,SAMN11433177,Chow,None,14 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,Germ Free,
PRJNA533038,SRR8909080,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433179,SAMN11433179,Chow,None,14 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,Germ Free,
PRJNA533038,SRR8909081,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433178,SAMN11433178,Chow,None,14 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,Germ Free,
PRJNA533038,SRR8909083,C57BL/6,Nanyang Technological University,Nanyang Technological University,Singapore,Singapore,NANYANG TECHNOLOGICAL UNIVERSITY,Nanyang Technological University,Singapore,Singapore,Asia,Faeces,SAMN11433180,SAMN11433180,Chow,None,14 weeks,Male,,,C57BL/6,C57BL/6,Wildtype,,PAIRED,RANDOM,Control,,Faecal,Germ Free,
PRJNA540893,SRR9205126,Wild,Wild,Wild,Maryland/Columbia,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11955127,SAMN11955127,Chow,None,10 weeks,Female ,,https://science.sciencemag.org/content/sci/365/6452/eaaw4361.full.pdf,Wild,Wild,Mus musculus domesticus,Mus musculus domesticus,PAIRED,RANDOM,Wild,,Luminal,,
PRJNA540893,SRR9205127,Wild,Wild,Wild,Maryland/Columbia,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11955126,SAMN11955126,Chow,None,10 weeks,Female ,,,Wild,Wild,Mus musculus domesticus,Mus musculus domesticus,PAIRED,RANDOM,Wild,,Luminal,,
PRJNA540893,SRR9205128,Wild,Wild,Wild,Maryland/Columbia,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11955119,SAMN11955119,Chow,None,10 weeks,Female ,,,Wild,Wild,Mus musculus domesticus,Mus musculus domesticus,PAIRED,RANDOM,Wild,,Luminal,,
PRJNA540893,SRR9205129,Wild,Wild,Wild,Maryland/Columbia,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11955118,SAMN11955118,Chow,None,10 weeks,Female ,,,Wild,Wild,Mus musculus domesticus,Mus musculus domesticus,PAIRED,RANDOM,Wild,,Luminal,,
PRJNA540893,SRR9205130,Wild,Wild,Wild,Maryland/Columbia,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11955121,SAMN11955121,Chow,None,10 weeks,Female ,,,Wild,Wild,Mus musculus domesticus,Mus musculus domesticus,PAIRED,RANDOM,Wild,,Luminal,,
PRJNA540893,SRR9205131,Wild,Wild,Wild,Maryland/Columbia,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11955120,SAMN11955120,Chow,None,10 weeks,Female ,,,Wild,Wild,Mus musculus domesticus,Mus musculus domesticus,PAIRED,RANDOM,Wild,,Luminal,,
PRJNA540893,SRR9205132,Wild,Wild,Wild,Maryland/Columbia,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11955123,SAMN11955123,Chow,None,10 weeks,Female ,,,Wild,Wild,Mus musculus domesticus,Mus musculus domesticus,PAIRED,RANDOM,Wild,,Luminal,,
PRJNA540893,SRR9205133,Wild,Wild,Wild,Maryland/Columbia,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11955122,SAMN11955122,Chow,None,10 weeks,Female ,,,Wild,Wild,Mus musculus domesticus,Mus musculus domesticus,PAIRED,RANDOM,Wild,,Luminal,,
PRJNA540893,SRR9205134,Wild,Wild,Wild,Maryland/Columbia,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11955125,SAMN11955125,Chow,None,10 weeks,Female ,,,Wild,Wild,Mus musculus domesticus,Mus musculus domesticus,PAIRED,RANDOM,Wild,,Luminal,,
PRJNA540893,SRR9205135,Wild,Wild,Wild,Maryland/Columbia,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11955124,SAMN11955124,Chow,None,10 weeks,Female ,,,Wild,Wild,Mus musculus domesticus,Mus musculus domesticus,PAIRED,RANDOM,Wild,,Luminal,,
PRJNA540893,SRR9205136,C57BL/6,"Taconic Biosciences, New York",Taconic Biosciences,New York,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11949726,SAMN11949726,Chow,None,10 weeks,Female ,,,C57BL/6,C57BL/6NTac,Wildtype,C57BL/6NTac,PAIRED,RANDOM,Control,,Luminal,,
PRJNA540893,SRR9205137,C57BL/6,"Taconic Biosciences, New York",Taconic Biosciences,New York,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11949725,SAMN11949725,Chow,None,10 weeks,Female ,,,C57BL/6,C57BL/6NTac,Wildtype,C57BL/6NTac,PAIRED,RANDOM,Control,,Luminal,,
PRJNA540893,SRR9205138,C57BL/6,"Taconic Biosciences, New York",Taconic Biosciences,New York,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11949724,SAMN11949724,Chow,None,10 weeks,Female ,,,C57BL/6,C57BL/6NTac,Wildtype,C57BL/6NTac,PAIRED,RANDOM,Control,,Luminal,,
PRJNA540893,SRR9205139,C57BL/6,"Taconic Biosciences, New York",Taconic Biosciences,New York,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11949723,SAMN11949723,Chow,None,10 weeks,Female ,,,C57BL/6,C57BL/6NTac,Wildtype,C57BL/6NTac,PAIRED,RANDOM,Control,,Luminal,,
PRJNA540893,SRR9205146,C57BL/6,"Taconic Biosciences, New York",Taconic Biosciences,New York,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11949722,SAMN11949722,Chow,None,10 weeks,Female ,,,C57BL/6,C57BL/6NTac,Wildtype,C57BL/6NTac,PAIRED,RANDOM,Control,,Luminal,,
PRJNA540893,SRR9205147,C57BL/6,"Taconic Biosciences, New York",Taconic Biosciences,New York,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11949721,SAMN11949721,Chow,None,10 weeks,Female ,,,C57BL/6,C57BL/6NTac,Wildtype,C57BL/6NTac,PAIRED,RANDOM,Control,,Luminal,,
PRJNA540893,SRR9205148,C57BL/6,"Taconic Biosciences, New York",Taconic Biosciences,New York,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11949714,SAMN11949714,Chow,None,10 weeks,Female ,,,C57BL/6,C57BL/6NTac,Wildtype,C57BL/6NTac,PAIRED,RANDOM,Control,,Luminal,,
PRJNA540893,SRR9205149,C57BL/6,"Taconic Biosciences, New York",Taconic Biosciences,New York,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11949713,SAMN11949713,Chow,None,10 weeks,Female ,,,C57BL/6,C57BL/6NTac,Wildtype,C57BL/6NTac,PAIRED,RANDOM,Control,,Luminal,,
PRJNA540893,SRR9205150,C57BL/6,"Taconic Biosciences, New York",Taconic Biosciences,New York,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11949716,SAMN11949716,Chow,None,10 weeks,Female ,,,C57BL/6,C57BL/6NTac,Wildtype,C57BL/6NTac,PAIRED,RANDOM,Control,,Luminal,,
PRJNA540893,SRR9205151,C57BL/6,"Taconic Biosciences, New York",Taconic Biosciences,New York,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11949715,SAMN11949715,Chow,None,10 weeks,Female ,,,C57BL/6,C57BL/6NTac,Wildtype,C57BL/6NTac,PAIRED,RANDOM,Control,,Luminal,,
PRJNA540893,SRR9205152,C57BL/6,"Taconic Biosciences, New York",Taconic Biosciences,New York,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11949718,SAMN11949718,Chow,None,10 weeks,Female ,,,C57BL/6,C57BL/6NTac,Wildtype,C57BL/6NTac,PAIRED,RANDOM,Control,,Luminal,,
PRJNA540893,SRR9205153,C57BL/6,"Taconic Biosciences, New York",Taconic Biosciences,New York,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11949717,SAMN11949717,Chow,None,10 weeks,Female ,,,C57BL/6,C57BL/6NTac,Wildtype,C57BL/6NTac,PAIRED,RANDOM,Control,,Luminal,,
PRJNA540893,SRR9205154,C57BL/6,"Taconic Biosciences, New York",Taconic Biosciences,New York,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11949720,SAMN11949720,Chow,None,10 weeks,Female ,,,C57BL/6,C57BL/6NTac,Wildtype,C57BL/6NTac,PAIRED,RANDOM,Control,,Luminal,,
PRJNA540893,SRR9205155,C57BL/6,"Taconic Biosciences, New York",Taconic Biosciences,New York,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11949719,SAMN11949719,Chow,None,10 weeks,Female ,,,C57BL/6,C57BL/6NTac,Wildtype,C57BL/6NTac,PAIRED,RANDOM,Control,,Luminal,,
PRJNA540893,SRR9205157,Wild,Wild,Wild,Maryland/Columbia,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11955117,SAMN11955117,Chow,None,10 weeks,Female ,,,Wild,Wild,Mus musculus domesticus,Mus musculus domesticus,PAIRED,RANDOM,Wild,,Luminal,,
PRJNA540893,SRR9205166,Wild,Wild,Wild,Maryland/Columbia,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11955128,SAMN11955128,Chow,None,10 weeks,Female ,,,Wild,Wild,Mus musculus domesticus,Mus musculus domesticus,PAIRED,RANDOM,Wild,,Luminal,,
PRJNA540893,SRR9205167,Wild,Wild,Wild,Maryland/Columbia,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11955129,SAMN11955129,Chow,None,10 weeks,Female ,,,Wild,Wild,Mus musculus domesticus,Mus musculus domesticus,PAIRED,RANDOM,Wild,,Luminal,,
PRJNA540893,SRR9205168,Wild,Wild,Wild,Maryland/Columbia,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11955130,SAMN11955130,Chow,None,10 weeks,Female ,,,Wild,Wild,Mus musculus domesticus,Mus musculus domesticus,PAIRED,RANDOM,Wild,,Luminal,,
PRJNA540893,SRR9205169,Wild,Wild,Wild,Maryland/Columbia,USA,NATIONAL CANCER INSTITUTE - NIH,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health",USA,Bethesda,North America,Caecum,SAMN11955131,SAMN11955131,Chow,None,10 weeks,Female ,,,Wild,Wild,Mus musculus domesticus,Mus musculus domesticus,PAIRED,RANDOM,Wild,,Luminal,,
PRJNA542389,SRR9047463,C57BL/6,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,HARVARD MEDICAL SCHOOL,Harvard Medical School,USA,"Boston, Massachusetts",North America,Faeces,SAMN11620964,SAMN11620964,Chow,Lactose-free,12 weeks,Female ,,https://www.nature.com/articles/s41467-019-12638-z.pdf,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,RANDOM,Control,,Faecal,,
PRJNA542389,SRR9047467,C57BL/6,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,HARVARD MEDICAL SCHOOL,Harvard Medical School,USA,"Boston, Massachusetts",North America,Faeces,SAMN11620960,SAMN11620960,Chow,Lactose-free,13 weeks,Female ,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,RANDOM,Control,,Faecal,,
PRJNA542389,SRR9047469,C57BL/6,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,HARVARD MEDICAL SCHOOL,Harvard Medical School,USA,"Boston, Massachusetts",North America,Faeces,SAMN11620970,SAMN11620970,Chow,Lactose-free,14 weeks,Female ,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,RANDOM,Control,,Faecal,,
PRJNA542389,SRR9047471,C57BL/6,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,HARVARD MEDICAL SCHOOL,Harvard Medical School,USA,"Boston, Massachusetts",North America,Faeces,SAMN11620973,SAMN11620973,Chow,Lactose-free,15 weeks,Female ,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,RANDOM,Control,,Faecal,,
PRJNA542389,SRR9047472,C57BL/6,"Jackson Laboratory, Bar Harbour",Jackson Laboratory,"Bar Harbour, Maine",USA,HARVARD MEDICAL SCHOOL,Harvard Medical School,USA,"Boston, Massachusetts",North America,Faeces,SAMN11620968,SAMN11620968,Chow,Lactose-free,16 weeks,Female ,,,C57BL/6,C57BL/6J,Wildtype,C57BL/6J,PAIRED,RANDOM,Control,,Faecal,,
PRJNA544874,SRR9677887,C57BL/6 IL-17RAko,"Amgen, Washington",Amgen,Washington,USA,UNIVERSITY OF QUEENSLAND,QIMR Berghofer Medical Reasearch Institute,Australia,"Brisbane, Queensland",Oceania,Faeces,SAMN11865742,SAMN11865742,Chow,None,NA,NA,,https://www.tandfonline.com/doi/10.1080/19490976.2019.1705729,C57BL/6,C57BL/6,IL-17RA ko,,PAIRED,RANDOM,IL-17RA deficient,,Faecal,,
PRJNA544874,SRR9677888,C57BL/6 IL-17RAko,"Amgen, Washington",Amgen,Washington,USA,UNIVERSITY OF QUEENSLAND,QIMR Berghofer Medical Reasearch Institute,Australia,"Brisbane, Queensland",Oceania,Faeces,SAMN11865745,SAMN11865745,Chow,None,NA,NA,,,C57BL/6,C57BL/6,IL-17RA ko,,PAIRED,RANDOM,IL-17RA deficient,,Faecal,,
PRJNA544874,SRR9677889,C57BL/6 IL-17RAko,"Amgen, Washington",Amgen,Washington,USA,UNIVERSITY OF QUEENSLAND,QIMR Berghofer Medical Reasearch Institute,Australia,"Brisbane, Queensland",Oceania,Faeces,SAMN11865744,SAMN11865744,Chow,None,NA,NA,,,C57BL/6,C57BL/6,IL-17RA ko,,PAIRED,RANDOM,IL-17RA deficient,,Faecal,,
